localidad;provincia;ccaa;país
San Esteban de Zapardiel;Ávila;Castilla León;España
San Esteban del Valle;Ávila;Castilla León;España
San García de Ingelmos;Ávila;Castilla León;España
San Juan de Gredos;Ávila;Castilla León;España
San Juan de la Encinilla;Ávila;Castilla León;España
San Juan de la Nava;Ávila;Castilla León;España
San Juan del Molinillo;Ávila;Castilla León;España
San Juan del Olmo;Ávila;Castilla León;España
San Lorenzo de Tormes;Ávila;Castilla León;España
San Martín de la Vega del Alberche;Ávila;Castilla León;España
San Martín del Pimpollar;Ávila;Castilla León;España
San Miguel de Corneja;Ávila;Castilla León;España
San Miguel de Serrezuela;Ávila;Castilla León;España
San Pascual;Ávila;Castilla León;España
San Pedro del Arroyo;Ávila;Castilla León;España
San Vicente de Arévalo;Ávila;Castilla León;España
Sanchidrián;Ávila;Castilla León;España
Sanchorreja;Ávila;Castilla León;España
Santa Cruz de Pinares;Ávila;Castilla León;España
Santa Cruz del Valle;Ávila;Castilla León;España
Santa María de los Caballeros;Ávila;Castilla León;España
Santa María del Arroyo;Ávila;Castilla León;España
Santa María del Berrocal;Ávila;Castilla León;España
Santa María del Cubillo;Ávila;Castilla León;España
Santa María del Tiétar;Ávila;Castilla León;España
Santiago del Collado;Ávila;Castilla León;España
Santiago del Tormes;Ávila;Castilla León;España
Santo Domingo de las Posadas;Ávila;Castilla León;España
Santo Tomé de Zabarcos;Ávila;Castilla León;España
Serrada (La);Ávila;Castilla León;España
Serranillos;Ávila;Castilla León;España
Sigeres;Ávila;Castilla León;España
Sinlabajos;Ávila;Castilla León;España
Solana de Ávila;Ávila;Castilla León;España
Solana de Rioalmar;Ávila;Castilla León;España
Solosancho;Ávila;Castilla León;España
Sotalbo;Ávila;Castilla León;España
Sotillo de la Adrada;Ávila;Castilla León;España
Tiemblo (El);Ávila;Castilla León;España
Tiñosillos;Ávila;Castilla León;España
Tolbaños;Ávila;Castilla León;España
Tormellas;Ávila;Castilla León;España
Tornadizos de Ávila;Ávila;Castilla León;España
Torre (La);Ávila;Castilla León;España
Tórtoles;Ávila;Castilla León;España
Umbrías;Ávila;Castilla León;España
Vadillo de la Sierra;Ávila;Castilla León;España
Valdecasa;Ávila;Castilla León;España
Vega de Santa María;Ávila;Castilla León;España
Velayos;Ávila;Castilla León;España
Villaflor;Ávila;Castilla León;España
Villafranca de la Sierra;Ávila;Castilla León;España
Villanueva de Ávila;Ávila;Castilla León;España
Villanueva de Gómez;Ávila;Castilla León;España
Villanueva del Aceral;Ávila;Castilla León;España
Villanueva del Campillo;Ávila;Castilla León;España
Villar de Corneja;Ávila;Castilla León;España
Villarejo del Valle;Ávila;Castilla León;España
Villatoro;Ávila;Castilla León;España
Viñegra de Moraña;Ávila;Castilla León;España
Vita;Ávila;Castilla León;España
Zapardiel de la Cañada;Ávila;Castilla León;España
Zapardiel de la Ribera;Ávila;Castilla León;España
Abajas;Burgos;Castilla León;España
Adrada de Haza;Burgos;Castilla León;España
Aguas Cándidas;Burgos;Castilla León;España
Aguilar de Bureba;Burgos;Castilla León;España
Albillos;Burgos;Castilla León;España
Alcocero de Mola;Burgos;Castilla León;España
Alfoz de Bricia;Burgos;Castilla León;España
Alfoz de Quintanadueñas;Burgos;Castilla León;España
Alfoz de Santa Gadea;Burgos;Castilla León;España
Altable;Burgos;Castilla León;España
Altos (Los);Burgos;Castilla León;España
Ameyugo;Burgos;Castilla León;España
Anguix;Burgos;Castilla León;España
Aranda de Duero;Burgos;Castilla León;España
Arandilla;Burgos;Castilla León;España
Arauzo de Miel;Burgos;Castilla León;España
Arauzo de Salce;Burgos;Castilla León;España
Arauzo de Torre;Burgos;Castilla León;España
Arcos;Burgos;Castilla León;España
Arenillas de Riopisuerga;Burgos;Castilla León;España
Arija;Burgos;Castilla León;España
Arlanzón;Burgos;Castilla León;España
Arraya de Oca;Burgos;Castilla León;España
Atapuerca;Burgos;Castilla León;España
Ausines (Los);Burgos;Castilla León;España
Avellanosa de Muñó;Burgos;Castilla León;España
Bahabón de Esgueva;Burgos;Castilla León;España
Balbases (Los);Burgos;Castilla León;España
Baños de Valdearados;Burgos;Castilla León;España
Bañuelos de Bureba;Burgos;Castilla León;España
Barbadillo de Herreros;Burgos;Castilla León;España
Barbadillo del Mercado;Burgos;Castilla León;España
Barbadillo del Pez;Burgos;Castilla León;España
Barrio de Muñó;Burgos;Castilla León;España
Barrios de Bureba (Los);Burgos;Castilla León;España
Barrios de Colina;Burgos;Castilla León;España
Basconcillos del Tozo;Burgos;Castilla León;España
Bascuñana;Burgos;Castilla León;España
Belbimbre;Burgos;Castilla León;España
Belorado;Burgos;Castilla León;España
Berberana;Burgos;Castilla León;España
Berlangas de Roa;Burgos;Castilla León;España
Berzosa de Bureba;Burgos;Castilla León;España
Bozoó;Burgos;Castilla León;España
Brazacorta;Burgos;Castilla León;España
Briviesca;Burgos;Castilla León;España
Bugedo;Burgos;Castilla León;España
Buniel;Burgos;Castilla León;España
Burgos;Burgos;Castilla León;España
Busto de Bureba;Burgos;Castilla León;España
Cabañes de Esgueva;Burgos;Castilla León;España
Cabezón de la Sierra;Burgos;Castilla León;España
Caleruega;Burgos;Castilla León;España
Campillo de Aranda;Burgos;Castilla León;España
Campolara;Burgos;Castilla León;España
Canicosa de la Sierra;Burgos;Castilla León;España
Cantabrana;Burgos;Castilla León;España
Carazo;Burgos;Castilla León;España
Carcedo de Bureba;Burgos;Castilla León;España
Carcedo de Burgos;Burgos;Castilla León;España
Cardeñadijo;Burgos;Castilla León;España
Cardeñajimeno;Burgos;Castilla León;España
Cardeñuela Riopico;Burgos;Castilla León;España
Carrias;Burgos;Castilla León;España
Cascajares de Bureba;Burgos;Castilla León;España
Cascajares de la Sierra;Burgos;Castilla León;España
Castellanos de Castro;Burgos;Castilla León;España
Castil de Peones;Burgos;Castilla León;España
Castildelgado;Burgos;Castilla León;España
Castrillo de la Reina;Burgos;Castilla León;España
Castrillo de la Vega;Burgos;Castilla León;España
Castrillo de Riopisuerga;Burgos;Castilla León;España
Castrillo del Val;Burgos;Castilla León;España
Castrillo Matajudíos;Burgos;Castilla León;España
Castrojeriz;Burgos;Castilla León;España
Cavia;Burgos;Castilla León;España
Cayuela;Burgos;Castilla León;España
Cebrecos;Burgos;Castilla León;España
Celada del Camino;Burgos;Castilla León;España
Cerezo de Río Tirón;Burgos;Castilla León;España
Cerratón de Juarros;Burgos;Castilla León;España
Ciadoncha;Burgos;Castilla León;España
Cillaperlata;Burgos;Castilla León;España
Cilleruelo de Abajo;Burgos;Castilla León;España
Cilleruelo de Arriba;Burgos;Castilla León;España
Ciruelos de Cervera;Burgos;Castilla León;España
Cogollos;Burgos;Castilla León;España
Condado de Treviño;Burgos;Castilla León;España
Contreras;Burgos;Castilla León;España
Coruña del Conde;Burgos;Castilla León;España
Covarrubias;Burgos;Castilla León;España
Cubillo del Campo;Burgos;Castilla León;España
Cubo de Bureba;Burgos;Castilla León;España
Cueva de Roa (La);Burgos;Castilla León;España
Cuevas de San Clemente;Burgos;Castilla León;España
Encío;Burgos;Castilla León;España
Espinosa de Cervera;Burgos;Castilla León;España
Espinosa de los Monteros;Burgos;Castilla León;España
Espinosa del Camino;Burgos;Castilla León;España
Estépar;Burgos;Castilla León;España
Fontioso;Burgos;Castilla León;España
Frandovínez;Burgos;Castilla León;España
Fresneda de la Sierra Tirón;Burgos;Castilla León;España
Fresneña;Burgos;Castilla León;España
Fresnillo de las Dueñas;Burgos;Castilla León;España
Fresno de Río Tirón;Burgos;Castilla León;España
Fresno de Rodilla;Burgos;Castilla León;España
Frías;Burgos;Castilla León;España
Fuentebureba;Burgos;Castilla León;España
Fuentecén;Burgos;Castilla León;España
Fuentelcésped;Burgos;Castilla León;España
Fuentelisendo;Burgos;Castilla León;España
Fuentemolinos;Burgos;Castilla León;España
Fuentenebro;Burgos;Castilla León;España
Fuentespina;Burgos;Castilla León;España
Galbarros;Burgos;Castilla León;España
Gallega (La);Burgos;Castilla León;España
Grijalba;Burgos;Castilla León;España
Grisaleña;Burgos;Castilla León;España
Gumiel de Izán;Burgos;Castilla León;España
Gumiel de Mercado;Burgos;Castilla León;España
Hacinas;Burgos;Castilla León;España
Haza;Burgos;Castilla León;España
Hontanas;Burgos;Castilla León;España
Hontangas;Burgos;Castilla León;España
Hontoria de la Cantera;Burgos;Castilla León;España
Hontoria de Valdearados;Burgos;Castilla León;España
Hontoria del Pinar;Burgos;Castilla León;España
Hormazas (Las);Burgos;Castilla León;España
Hornillos del Camino;Burgos;Castilla León;España
Horra (La);Burgos;Castilla León;España
Hortigüela;Burgos;Castilla León;España
Hoyales de Roa;Burgos;Castilla León;España
Huérmeces;Burgos;Castilla León;España
Huerta de Arriba;Burgos;Castilla León;España
Huerta de Rey;Burgos;Castilla León;España
Humada;Burgos;Castilla León;España
Hurones;Burgos;Castilla León;España
Ibeas de Juarros;Burgos;Castilla León;España
Ibrillos;Burgos;Castilla León;España
Iglesiarrubia;Burgos;Castilla León;España
Iglesias;Burgos;Castilla León;España
Isar;Burgos;Castilla León;España
Itero del Castillo;Burgos;Castilla León;España
Jaramillo de la Fuente;Burgos;Castilla León;España
Jaramillo Quemado;Burgos;Castilla León;España
Junta de Traslaloma;Burgos;Castilla León;España
Junta de Villalba de Losa;Burgos;Castilla León;España
Jurisdicción de Lara;Burgos;Castilla León;España
Jurisdicción de San Zadornil;Burgos;Castilla León;España
Lerma;Burgos;Castilla León;España
Llano de Bureba;Burgos;Castilla León;España
Madrigal del Monte;Burgos;Castilla León;España
Madrigalejo del Monte;Burgos;Castilla León;España
Mahamud;Burgos;Castilla León;España
Mambrilla de Castrejón;Burgos;Castilla León;España
Mambrillas de Lara;Burgos;Castilla León;España
Mamolar;Burgos;Castilla León;España
Manciles;Burgos;Castilla León;España
Mazuela;Burgos;Castilla León;España
Mecerreyes;Burgos;Castilla León;España
Medina de Pomar;Burgos;Castilla León;España
Melgar de Fernamental;Burgos;Castilla León;España
Merindad de Cuesta-Urria;Burgos;Castilla León;España
Merindad de Montija;Burgos;Castilla León;España
Merindad de Río Ubierna;Burgos;Castilla León;España
Merindad de Sotoscueva;Burgos;Castilla León;España
Merindad de Valdeporres;Burgos;Castilla León;España
Merindad de Valdivielso;Burgos;Castilla León;España
Milagros;Burgos;Castilla León;España
Miranda de Ebro;Burgos;Castilla León;España
Miraveche;Burgos;Castilla León;España
Modúbar de la Emparedada;Burgos;Castilla León;España
Monasterio de la Sierra;Burgos;Castilla León;España
Monasterio de Rodilla;Burgos;Castilla León;España
Moncalvillo;Burgos;Castilla León;España
Monterrubio de la Demanda;Burgos;Castilla León;España
Montorio;Burgos;Castilla León;España
Moradillo de Roa;Burgos;Castilla León;España
Nava de Roa;Burgos;Castilla León;España
Navas de Bureba;Burgos;Castilla León;España
Nebreda;Burgos;Castilla León;España
Neila;Burgos;Castilla León;España
Olmedillo de Roa;Burgos;Castilla León;España
Olmillos de Muñó;Burgos;Castilla León;España
Oña;Burgos;Castilla León;España
Oquillas;Burgos;Castilla León;España
Orbaneja Riopico;Burgos;Castilla León;España
Padilla de Abajo;Burgos;Castilla León;España
Padilla de Arriba;Burgos;Castilla León;España
Padrones de Bureba;Burgos;Castilla León;España
Palacios de la Sierra;Burgos;Castilla León;España
Palacios de Riopisuerga;Burgos;Castilla León;España
Palazuelos de la Sierra;Burgos;Castilla León;España
Palazuelos de Muñó;Burgos;Castilla León;España
Pampliega;Burgos;Castilla León;España
Pancorbo;Burgos;Castilla León;España
Pardilla;Burgos;Castilla León;España
Partido de la Sierra en Tobalina;Burgos;Castilla León;España
Pedrosa de Duero;Burgos;Castilla León;España
Pedrosa de Río Úrbel;Burgos;Castilla León;España
Pedrosa del Páramo;Burgos;Castilla León;España
Pedrosa del Príncipe;Burgos;Castilla León;España
Peñaranda de Duero;Burgos;Castilla León;España
Peral de Arlanza;Burgos;Castilla León;España
Piérnigas;Burgos;Castilla León;España
Pineda de la Sierra;Burgos;Castilla León;España
Pineda Trasmonte;Burgos;Castilla León;España
Pinilla de los Barruecos;Burgos;Castilla León;España
Pinilla de los Moros;Burgos;Castilla León;España
Pinilla Trasmonte;Burgos;Castilla León;España
Poza de la Sal;Burgos;Castilla León;España
Prádanos de Bureba;Burgos;Castilla León;España
Pradoluengo;Burgos;Castilla León;España
Presencio;Burgos;Castilla León;España
Puebla de Arganzón (La);Burgos;Castilla León;España
Puentedura;Burgos;Castilla León;España
Quemada;Burgos;Castilla León;España
Quintana del Pidio;Burgos;Castilla León;España
Quintanabureba;Burgos;Castilla León;España
Quintanaélez;Burgos;Castilla León;España
Quintanaortuño;Burgos;Castilla León;España
Quintanapalla;Burgos;Castilla León;España
Quintanar de la Sierra;Burgos;Castilla León;España
Quintanavides;Burgos;Castilla León;España
Quintanilla de la Mata;Burgos;Castilla León;España
Quintanilla del Agua y Tordueles;Burgos;Castilla León;España
Quintanilla del Coco;Burgos;Castilla León;España
Quintanilla San García;Burgos;Castilla León;España
Quintanilla Vivar;Burgos;Castilla León;España
Quintanillas (Las);Burgos;Castilla León;España
Rabanera del Pinar;Burgos;Castilla León;España
Rábanos;Burgos;Castilla León;España
Rabé de las Calzadas;Burgos;Castilla León;España
Rebolledo de la Torre;Burgos;Castilla León;España
Redecilla del Camino;Burgos;Castilla León;España
Redecilla del Campo;Burgos;Castilla León;España
Regumiel de la Sierra;Burgos;Castilla León;España
Reinoso;Burgos;Castilla León;España
Retuerta;Burgos;Castilla León;España
Revilla del Campo;Burgos;Castilla León;España
Revilla Vallejera;Burgos;Castilla León;España
Revilla y Ahedo (La);Burgos;Castilla León;España
Revillarruz;Burgos;Castilla León;España
Rezmondo;Burgos;Castilla León;España
Riocavado de la Sierra;Burgos;Castilla León;España
Roa;Burgos;Castilla León;España
Rojas;Burgos;Castilla León;España
Royuela de Río Franco;Burgos;Castilla León;España
Rubena;Burgos;Castilla León;España
Rublacedo de Abajo;Burgos;Castilla León;España
Rucandio;Burgos;Castilla León;España
Salas de Bureba;Burgos;Castilla León;España
Salas de los Infantes;Burgos;Castilla León;España
Saldaña de Burgos;Burgos;Castilla León;España
Salinillas de Bureba;Burgos;Castilla León;España
San Adrián de Juarros;Burgos;Castilla León;España
San Juan del Monte;Burgos;Castilla León;España
San Mamés de Burgos;Burgos;Castilla León;España
San Martín de Rubiales;Burgos;Castilla León;España
San Millán de Lara;Burgos;Castilla León;España
San Vicente del Valle;Burgos;Castilla León;España
Santa Cecilia;Burgos;Castilla León;España
Santa Cruz de la Salceda;Burgos;Castilla León;España
Santa Cruz del Valle Urbión;Burgos;Castilla León;España
Santa Gadea del Cid;Burgos;Castilla León;España
Santa Inés;Burgos;Castilla León;España
Santa María del Campo;Burgos;Castilla León;España
Santa María del Invierno;Burgos;Castilla León;España
Santa María del Mercadillo;Burgos;Castilla León;España
Santa María Rivarredonda;Burgos;Castilla León;España
Santa Olalla de Bureba;Burgos;Castilla León;España
Santibáñez de Esgueva;Burgos;Castilla León;España
Santibáñez del Val;Burgos;Castilla León;España
Santo Domingo de Silos;Burgos;Castilla León;España
Sargentes de la Lora;Burgos;Castilla León;España
Sarracín;Burgos;Castilla León;España
Sasamón;Burgos;Castilla León;España
Sequera de Haza (La);Burgos;Castilla León;España
Solarana;Burgos;Castilla León;España
Sordillos;Burgos;Castilla León;España
Sotillo de la Ribera;Burgos;Castilla León;España
Sotragero;Burgos;Castilla León;España
Sotresgudo;Burgos;Castilla León;España
Susinos del Páramo;Burgos;Castilla León;España
Tamarón;Burgos;Castilla León;España
Tardajos;Burgos;Castilla León;España
Tejada;Burgos;Castilla León;España
Terradillos de Esgueva;Burgos;Castilla León;España
Tinieblas de la Sierra;Burgos;Castilla León;España
Tobar;Burgos;Castilla León;España
Tordómar;Burgos;Castilla León;España
Torrecilla del Monte;Burgos;Castilla León;España
Torregalindo;Burgos;Castilla León;España
Torrelara;Burgos;Castilla León;España
Torrepadre;Burgos;Castilla León;España
Torresandino;Burgos;Castilla León;España
Tórtoles de Esgueva;Burgos;Castilla León;España
Tosantos;Burgos;Castilla León;España
Trespaderne;Burgos;Castilla León;España
Tubilla del Agua;Burgos;Castilla León;España
Tubilla del Lago;Burgos;Castilla León;España
Úrbel del Castillo;Burgos;Castilla León;España
Vadocondes;Burgos;Castilla León;España
Valdeande;Burgos;Castilla León;España
Valdezate;Burgos;Castilla León;España
Valdorros;Burgos;Castilla León;España
Vallarta de Bureba;Burgos;Castilla León;España
Valle de las Navas;Burgos;Castilla León;España
Valle de Losa;Burgos;Castilla León;España
Valle de Manzanedo;Burgos;Castilla León;España
